id,operating_profit,cost_of_goods_sold,total_salary,operating_expenses,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,operating_expense_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity,created_at
491,4957626.62,3931163.64,3208035.36,9003894.95,2279072.82,3516786.77,36.61,29.03,23.69,16.83,66.49,47.21,42.32,10.47,1.58,0.1000,8622421.00,66.03,0.3,96.34,100.00,86.95,79.60,2025-09-10 19:52:45
492,1458000.00,1952000.00,1313000.00,4750000.00,729500.00,2707500.00,29.16,39.04,26.26,14.59,95.00,51.19,45.67,3.14,1.30,1.0604,9199145.00,66.67,0.6,84.44,50.11,59.14,81.16,2025-09-10 19:52:45
493,2943494.78,1339169.60,1198556.79,6361055.60,581869.19,4580629.62,43.96,20.00,17.90,8.69,95.00,66.48,31.45,2.07,0.89,0.3067,3669001.00,69.05,5.5,77.62,45.64,60.42,39.38,2025-09-10 19:52:45
494,4887680.89,5498225.48,2852162.91,10526630.80,519683.14,7154784.75,44.11,49.62,25.74,4.69,95.00,50.55,48.86,0.59,1.25,0.8122,6879208.00,95.00,5.9,75.72,48.54,45.97,79.10,2025-09-10 19:52:45
495,1110500.00,3858500.00,1356000.00,4627000.00,339000.00,2932000.00,22.21,77.17,27.12,6.78,92.54,60.18,39.14,0.68,1.01,0.1361,5454385.00,36.90,0.0,100.00,100.00,100.00,54.30,2025-09-10 19:52:45
496,2924054.40,2598004.80,1930317.57,9700949.92,259800.48,7510831.87,22.51,20.00,14.86,2.00,74.68,39.49,42.68,17.83,1.96,0.5627,2270973.00,81.79,3.8,59.69,100.00,78.37,80.29,2025-09-10 19:52:45
497,-678107.23,4267526.65,635791.65,10049951.20,541639.48,8872520.07,-6.41,40.34,6.01,5.12,95.00,60.40,40.33,-0.73,0.97,0.4843,11852427.00,85.87,6.4,100.00,75.43,91.08,64.60,2025-09-10 19:52:45
498,1193101.93,4539690.39,2789202.12,7945309.59,759453.08,4396654.39,10.51,39.99,24.57,6.69,69.99,49.57,50.34,0.09,1.26,0.1000,12482578.00,66.73,0.8,35.53,88.77,97.30,46.58,2025-09-10 19:52:45
499,7250350.58,3249092.80,3195482.77,13616947.92,1647290.05,8774175.10,44.63,20.00,19.67,10.14,83.82,54.90,46.19,-1.09,1.10,0.4826,9940753.00,84.05,0.0,64.75,100.00,100.00,93.61,2025-09-10 19:52:45
500,4674134.52,6050051.74,2508523.34,11674664.76,811037.04,8355104.38,32.85,42.52,17.63,5.70,82.05,53.27,50.81,-4.08,1.07,0.7657,8993235.00,71.77,1.9,100.00,82.84,100.00,52.26,2025-09-10 19:52:45
501,5408628.32,11832136.04,1354333.06,13715668.65,348157.60,12013177.99,31.07,67.97,7.78,2.00,78.79,44.91,55.70,-0.61,1.36,0.9804,5848785.00,41.05,4.0,25.94,75.23,62.10,67.56,2025-09-10 19:52:45
502,3223810.46,3248960.76,1056312.36,9000375.81,1592470.91,6351592.54,28.20,28.42,9.24,13.93,78.73,53.92,48.75,-2.67,1.09,0.7327,10589269.00,51.01,2.9,65.82,93.04,83.92,64.55,2025-09-10 19:52:45
503,1051000.00,3039000.00,250000.00,4037500.00,412000.00,3375500.00,21.02,60.78,5.00,8.24,80.75,42.23,44.36,13.41,1.78,0.4144,11217220.00,69.65,0.0,35.21,59.90,75.35,100.00,2025-09-10 19:52:45
504,2565779.24,6168568.12,2048137.16,7743925.52,1658180.13,4037608.23,14.87,35.75,11.87,9.61,44.88,53.73,48.31,-2.04,1.11,0.6531,17171952.00,45.36,1.5,79.73,61.83,100.00,50.68,2025-09-10 19:52:45
505,5682316.84,7029388.34,895768.36,12156123.66,1451349.88,9809005.42,33.24,41.12,5.24,8.49,71.11,54.72,44.40,0.88,1.15,0.9733,8551422.00,22.46,2.0,80.57,72.63,94.00,71.23,2025-09-10 19:52:45
506,4186218.80,6445763.44,1763716.68,4248818.32,198728.64,2286373.00,42.13,64.87,17.75,2.00,42.76,56.40,43.70,-0.10,1.09,1.4185,15657264.00,41.55,0.0,71.80,90.19,80.09,100.00,2025-09-10 19:52:45
507,4913292.36,15464242.20,5003838.00,22636410.00,1389160.74,16243411.26,20.62,64.90,21.00,5.83,95.00,49.57,49.40,1.03,1.29,0.7378,9079970.00,62.90,5.5,100.00,82.38,73.17,48.74,2025-09-10 19:52:45
508,4034007.51,5284598.50,2407103.80,14246356.24,1787485.44,10051767.00,24.87,32.58,14.84,11.02,87.83,59.74,37.22,3.04,1.08,0.6801,12538312.00,37.23,1.3,78.18,86.39,59.76,65.07,2025-09-10 19:52:45
509,7137031.92,7673057.57,3292340.30,12395253.10,2451569.10,6651343.70,52.46,56.40,24.20,18.02,91.11,46.52,48.50,4.98,1.46,1.3515,3709989.00,58.22,12.0,85.33,39.14,38.83,99.88,2025-09-10 19:52:45
510,1500426.24,7061380.99,1122975.26,4688832.00,1527387.02,2038469.72,12.80,60.24,9.58,13.03,40.00,52.15,37.22,10.63,1.46,0.3698,1000000.00,35.05,4.3,76.61,92.91,61.24,73.17,2025-09-10 19:52:45
511,180364.90,1693959.97,480596.12,3361911.21,714109.29,2167205.80,3.19,29.96,8.50,12.63,59.46,40.13,35.25,24.62,2.11,0.7073,3218529.00,95.00,5.9,59.94,74.64,100.00,68.07,2025-09-10 19:52:45
512,2236510.75,1252947.20,1398289.08,4565113.12,523105.46,2643718.58,35.70,20.00,22.32,8.35,72.87,49.27,48.82,1.91,1.32,0.2414,6358877.00,82.39,2.2,100.00,83.61,100.00,100.00,2025-09-10 19:52:45
513,8254594.51,12956523.42,3130977.75,15853715.67,4070489.57,8652248.35,37.78,59.30,14.33,18.63,72.56,48.14,45.60,6.26,1.45,0.6050,5694514.00,25.13,5.8,100.00,57.43,62.73,57.99,2025-09-10 19:52:45
514,2300476.26,10342776.39,6296336.07,10432697.29,1950159.43,2186201.79,12.28,55.21,33.61,10.41,55.69,56.02,43.73,0.25,1.11,0.8589,12257890.00,59.77,5.0,74.17,90.25,87.11,71.07,2025-09-10 19:52:45
515,-635921.48,10953492.36,3691405.14,9054229.56,1418070.88,3944753.54,-3.74,64.42,21.71,8.34,53.25,47.34,44.77,7.89,1.51,0.9377,8403436.00,64.91,0.0,71.20,100.00,56.37,100.00,2025-09-10 19:52:45
516,5412671.86,6596507.61,1114315.20,18869865.20,2222671.49,15532878.51,27.25,33.21,5.61,11.19,95.00,55.73,45.78,-1.51,1.07,0.5939,18289267.00,59.48,3.8,100.00,88.67,77.79,84.48,2025-09-10 19:52:45
517,5382332.60,6130222.50,2309659.97,7588882.75,690148.40,4589074.38,39.15,44.59,16.80,5.02,55.20,30.00,48.09,21.91,2.30,0.1000,11495687.00,72.94,0.0,75.10,15.00,100.00,43.90,2025-09-10 19:52:45
518,8096395.39,22547181.56,5551730.89,27179925.05,1419195.74,20208998.42,27.84,77.53,19.09,4.88,93.46,52.99,48.41,-1.40,1.14,0.3498,21177095.00,68.67,3.7,62.09,37.80,85.31,100.00,2025-09-10 19:52:45
519,855753.65,2969380.57,1624624.85,5018422.32,1175604.06,2218193.41,11.13,38.62,21.13,15.29,65.27,47.10,53.81,-0.91,1.30,0.1000,18799639.00,86.73,2.8,65.35,66.32,33.86,87.46,2025-09-10 19:52:45
520,1040000.00,2249500.00,435500.00,4186500.00,549500.00,3201500.00,20.80,44.99,8.71,10.99,83.73,48.19,53.57,-1.76,1.25,1.4357,1000000.00,79.65,5.0,69.21,83.14,83.01,51.80,2025-09-10 19:52:45
521,13329498.70,10440466.27,5529598.33,15088252.00,2077862.28,7480791.39,54.72,42.86,22.70,8.53,61.94,48.38,53.54,-1.92,1.24,0.8586,17452178.00,10.00,4.4,51.02,89.67,46.25,99.93,2025-09-10 19:52:45
522,4820765.57,20244684.80,6055691.34,14416746.16,1834674.56,6526380.26,19.05,80.00,23.93,7.25,56.97,43.07,33.51,23.42,2.01,0.8178,24209042.00,84.41,3.8,77.49,63.25,51.55,77.26,2025-09-10 19:52:45
523,1123500.00,3621000.00,1050000.00,4361000.00,180000.00,3131000.00,22.47,72.42,21.00,3.60,87.22,51.05,40.48,8.47,1.44,0.6400,1484145.00,82.09,3.5,97.89,98.08,88.42,68.50,2025-09-10 19:52:45
524,2479021.45,2583984.77,1678233.83,10449157.95,980050.82,7790873.30,21.02,21.91,14.23,8.31,88.60,54.05,46.15,-0.20,1.14,0.9116,7960389.00,70.95,4.4,67.31,47.32,58.22,71.22,2025-09-10 19:52:45
525,3692869.98,10673708.58,4049013.58,12291194.12,2090223.77,6151956.77,17.42,50.35,19.10,9.86,57.98,44.65,55.82,-0.47,1.37,0.8455,15238203.00,80.39,0.0,92.56,68.92,100.00,100.00,2025-09-10 19:52:45
526,3896383.97,11242586.48,3144062.03,19089666.44,887096.20,15058508.21,19.37,55.89,15.63,4.41,94.90,48.15,42.96,8.89,1.52,0.8138,11947475.00,46.98,5.5,100.00,77.84,68.04,85.71,2025-09-10 19:52:45
527,-898913.27,5826836.33,2076892.16,5366646.40,1536202.53,1753551.71,-6.70,43.43,15.48,11.45,40.00,39.59,46.37,14.04,1.86,0.5924,7203312.00,95.00,2.7,62.88,100.00,100.00,65.85,2025-09-10 19:52:45
528,2530307.96,4360252.52,2559153.24,9118569.91,1051122.00,5508294.67,21.93,37.79,22.18,9.11,79.03,55.35,44.57,0.08,1.12,0.1000,14132709.00,74.98,2.3,72.76,80.82,72.30,72.04,2025-09-10 19:52:45
529,4614685.13,11601577.87,2329582.01,14867069.92,3137615.23,9399872.68,24.90,62.60,12.57,16.93,80.22,48.58,52.37,-0.95,1.26,0.5780,1000000.00,64.97,0.0,83.60,78.88,75.53,61.39,2025-09-10 19:52:45
530,4018453.14,5078454.48,3080504.52,9153954.00,1645058.40,4428391.08,30.29,38.28,23.22,12.40,69.00,55.88,44.25,-0.13,1.10,0.8976,14602225.00,52.68,4.4,74.73,67.27,20.04,75.18,2025-09-10 19:52:45
531,6882643.30,8786657.41,3321810.03,19407869.20,2602697.41,13483361.76,33.69,43.01,16.26,12.74,95.00,42.63,57.40,-0.03,1.43,0.1647,17727672.00,40.49,5.4,100.00,87.36,68.91,82.30,2025-09-10 19:52:45
532,6285610.79,7870894.29,4470576.06,18188639.20,1792059.61,11926003.53,32.83,41.11,23.35,9.36,95.00,54.88,46.03,-0.91,1.11,0.2896,19520417.00,95.00,2.1,80.11,100.00,63.25,85.89,2025-09-10 19:52:45
533,1515000.00,1000000.00,614500.00,4750000.00,338000.00,3797500.00,30.30,20.00,12.29,6.76,95.00,46.27,53.16,0.57,1.36,0.2654,7712080.00,34.52,8.1,100.00,74.49,74.92,100.00,2025-09-10 19:52:45
534,3283647.70,6592092.43,1350785.12,7508277.12,1042780.01,5114711.99,25.16,50.51,10.35,7.99,57.53,50.55,51.84,-2.39,1.18,0.5675,10264683.00,68.17,0.0,52.43,67.90,59.71,39.95,2025-09-10 19:52:45
535,1474570.20,4267986.03,850539.34,4076586.37,599114.93,2626932.10,26.04,75.37,15.02,10.58,71.99,57.24,42.84,-0.08,1.07,0.5827,5771729.00,95.00,0.0,90.61,59.20,78.92,80.70,2025-09-10 19:52:45
536,3243020.24,5425713.86,2182693.62,8825245.08,1919021.98,4723529.48,23.00,38.48,15.48,13.61,62.59,51.15,39.25,9.60,1.46,0.1000,13631096.00,85.98,5.2,81.08,55.86,100.00,81.40,2025-09-10 19:52:45
537,7325486.50,9775845.73,1500285.23,10410827.86,1087626.82,7822915.81,45.80,61.12,9.38,6.80,65.09,44.54,33.86,21.60,1.93,1.2904,19449789.00,36.70,5.1,82.29,70.49,52.83,50.68,2025-09-10 19:52:45
538,3817926.49,10949583.58,1475354.77,14738034.00,386291.63,12876387.60,24.61,70.58,9.51,2.49,95.00,54.43,46.27,-0.70,1.12,0.6857,8134370.00,90.33,1.4,72.84,100.00,100.00,83.24,2025-09-10 19:52:45
539,4968077.23,6326643.60,1015131.83,11082315.53,1895096.64,8172087.06,36.02,45.87,7.36,13.74,80.35,50.31,46.16,3.53,1.33,0.7418,11359479.00,72.48,2.1,93.07,100.00,93.10,69.13,2025-09-10 19:52:45
540,8419141.58,7274760.77,2562699.82,14940167.11,1651733.78,10725733.51,51.94,44.88,15.81,10.19,92.17,50.59,38.65,10.76,1.50,0.7570,7881450.00,13.13,1.5,84.58,82.66,36.69,86.61,2025-09-10 19:52:45
541,434000.00,2401000.00,373500.00,3557000.00,550000.00,2633500.00,8.68,48.02,7.47,11.00,71.14,60.63,38.57,0.80,1.00,1.1891,1000000.00,95.00,3.9,69.97,100.00,67.19,93.94,2025-09-10 19:52:45
542,3302336.21,1863530.32,498739.93,5492364.78,848065.39,4145559.46,47.74,26.94,7.21,12.26,79.40,43.08,41.83,15.09,1.80,0.8617,1000000.00,67.33,1.5,75.43,48.27,96.01,60.87,2025-09-10 19:52:45
543,1169415.50,1400497.60,1270951.57,5588685.67,442557.24,3875176.86,16.70,20.00,18.15,6.32,79.81,55.24,38.33,6.43,1.28,0.6487,5744256.00,56.79,5.5,89.67,54.93,70.18,70.97,2025-09-10 19:52:45
544,2594338.81,6723920.99,2033641.23,9172522.92,677509.58,6461372.11,23.32,60.44,18.28,6.09,82.45,53.54,44.07,2.39,1.22,0.4584,3038689.00,49.26,0.0,95.47,100.00,95.63,66.83,2025-09-10 19:52:45
545,-52607.94,2052666.17,1518934.70,4342546.32,1344850.25,1478761.37,-0.55,21.46,15.88,14.06,45.40,46.98,34.20,18.82,1.80,0.2091,6728820.00,36.27,0.0,79.83,100.00,43.30,75.24,2025-09-10 19:52:45
546,6461706.85,17389876.26,2985654.73,14286430.00,2992866.46,8307908.81,26.88,72.34,12.42,12.45,59.43,45.08,47.79,7.13,1.55,0.1000,14861466.00,71.57,0.0,92.61,61.20,66.98,74.14,2025-09-10 19:52:45
547,2107500.00,2449500.00,1302000.00,3986500.00,455000.00,2229500.00,42.15,48.99,26.04,9.10,79.73,50.22,46.44,3.34,1.33,0.2280,4197360.00,75.40,0.0,30.72,44.26,85.80,63.70,2025-09-10 19:52:45
548,949500.00,3360500.00,1162500.00,4058000.00,846500.00,2049000.00,18.99,67.21,23.25,16.93,81.16,60.94,37.59,1.47,1.01,1.0173,7351040.00,90.99,1.1,98.21,64.23,44.56,100.00,2025-09-10 19:52:45
549,7452572.54,9093391.03,1703445.15,18059023.68,1968982.19,14386596.34,29.75,36.30,6.80,7.86,72.09,46.78,54.95,-1.73,1.29,0.5543,23628808.00,62.08,6.4,74.63,46.71,46.76,99.67,2025-09-10 19:52:45
550,6252810.92,7067245.73,1998917.10,15693977.20,1301774.11,12393285.99,37.85,42.78,12.10,7.88,95.00,37.47,39.90,22.63,2.13,0.3249,21812712.00,60.99,1.5,62.61,74.85,48.35,81.30,2025-09-10 19:52:45
551,5030928.18,9077466.65,2787019.87,14744407.05,1700796.74,10256590.44,28.16,50.81,15.60,9.52,82.53,50.10,51.47,-1.57,1.21,0.4712,8126579.00,36.48,0.0,94.51,52.23,94.96,74.64,2025-09-10 19:52:45
552,708922.51,3157784.00,1242588.00,14999474.00,1957826.08,11799059.92,4.49,20.00,7.87,12.40,95.00,56.23,43.05,0.72,1.11,0.5096,14342725.00,95.00,1.5,52.41,81.30,54.29,92.43,2025-09-10 19:52:45
553,1731882.90,2408723.96,1539323.35,10953986.40,1668465.09,7746197.96,15.02,20.89,13.35,14.47,95.00,52.10,43.55,4.35,1.31,0.4665,1000000.00,62.07,4.6,100.00,68.90,68.24,100.00,2025-09-10 19:52:45
554,1391000.00,3123500.00,650500.00,2626500.00,621000.00,1355000.00,27.82,62.47,13.01,12.42,52.53,52.72,49.86,-2.58,1.12,0.6673,10732310.00,44.19,0.0,51.97,50.39,24.73,59.96,2025-09-10 19:52:45
555,340239.43,7817275.37,5408160.67,22494216.75,4615183.28,12470872.80,1.24,28.49,19.71,16.82,81.98,47.35,38.47,14.18,1.67,0.9452,18273258.00,95.00,9.3,100.00,100.00,57.64,56.54,2025-09-10 19:52:45
556,361567.14,12137699.32,3118242.67,16888472.41,1818792.28,11951437.46,1.65,55.39,14.23,8.30,77.07,50.35,49.21,0.44,1.25,0.1000,14055710.00,52.46,5.2,100.00,59.36,78.10,85.92,2025-09-10 19:52:45
557,1304000.00,4000000.00,712000.00,3824000.00,937000.00,2175000.00,26.08,80.00,14.24,18.74,76.48,43.23,56.18,0.59,1.43,0.8072,11557960.00,62.47,2.4,100.00,67.58,46.37,56.90,2025-09-10 19:52:45
558,3569372.31,3132909.33,1517911.88,6470964.70,1241006.93,3712045.89,42.28,37.11,17.98,14.70,76.65,57.79,41.57,0.64,1.07,0.3750,4737473.00,78.18,3.1,67.71,88.02,79.09,70.55,2025-09-10 19:52:45
559,835264.33,1765904.87,1269370.57,3458977.00,1069947.60,1119658.83,14.45,30.55,21.96,18.51,59.84,49.83,52.00,-1.83,1.21,0.7411,6575882.00,86.65,5.8,95.40,96.81,70.67,95.26,2025-09-10 19:52:45
560,7172548.99,8149739.92,946400.50,9081555.48,727626.41,7407528.57,44.26,50.29,5.84,4.49,56.04,48.69,45.08,6.23,1.44,0.6596,13390696.00,69.92,4.9,94.46,82.90,40.86,100.00,2025-09-10 19:52:45
561,6866623.76,11644970.94,2887239.56,11499237.35,1976833.26,6635164.53,40.05,67.92,16.84,11.53,67.07,55.49,45.11,-0.60,1.10,0.1000,11030031.00,37.14,0.5,82.06,74.70,94.17,84.74,2025-09-10 19:52:45
562,2917697.61,1277171.20,319292.80,2846814.60,878055.20,1649466.60,45.69,20.00,5.00,13.75,44.58,58.32,39.51,2.17,1.10,0.1000,9884462.00,18.87,0.0,66.59,59.26,61.68,100.00,2025-09-10 19:52:45
563,2900810.29,7612869.66,3381154.48,19363728.79,1933092.48,14049481.83,12.38,32.49,14.43,8.25,82.64,47.11,49.86,3.03,1.40,0.1000,15609463.00,36.37,2.9,100.00,79.68,73.61,63.86,2025-09-10 19:52:45
564,3875850.21,13144044.80,1496778.10,13152259.83,1928888.57,9726593.16,23.59,80.00,9.11,11.74,80.05,52.64,48.09,-0.73,1.17,0.2374,22380592.00,75.15,4.4,59.76,76.91,74.67,63.15,2025-09-10 19:52:45
565,-845552.06,7101630.73,6100054.18,14799677.64,4678218.12,4021405.34,-3.36,28.22,24.24,18.59,58.81,48.01,53.85,-1.86,1.25,0.1786,16427010.00,78.53,8.0,100.00,100.00,64.16,91.17,2025-09-10 19:52:45
566,877500.00,3490000.00,1370000.00,4711500.00,432500.00,2909000.00,17.55,69.80,27.40,8.65,94.23,53.08,42.72,4.20,1.28,0.5259,1995570.00,95.00,7.0,57.03,94.70,69.37,73.70,2025-09-10 19:52:45
567,3485461.67,3331734.77,2869568.67,6745260.14,197085.76,3678605.71,35.37,33.81,29.12,2.00,68.45,54.69,46.03,-0.72,1.11,0.2522,8872686.00,72.29,4.8,75.00,76.91,55.45,97.75,2025-09-10 19:52:45
568,3719583.96,3525672.00,4126799.08,15294365.14,2238801.72,8928764.34,21.10,20.00,23.41,12.70,86.76,51.93,39.72,8.35,1.41,0.4192,20764345.00,55.75,6.8,85.94,30.91,63.39,73.13,2025-09-10 19:52:45
569,2509089.06,4006057.66,904544.79,11578779.36,1306059.64,9368174.93,16.56,26.44,5.97,8.62,76.42,43.04,50.25,6.71,1.59,0.1856,6282303.00,44.35,0.0,20.00,38.29,72.90,93.26,2025-09-10 19:52:45
570,1238042.62,1465139.20,998492.36,5409293.93,787512.32,3623289.25,16.90,20.00,13.63,10.75,73.84,50.95,47.80,1.25,1.26,0.6319,4321697.00,33.33,3.9,43.91,59.75,100.00,88.47,2025-09-10 19:52:45
571,2030754.53,11066326.92,4439062.32,12035112.51,1436308.98,6159741.21,12.64,68.88,27.63,8.94,74.91,40.67,56.15,3.18,1.56,1.2000,20563532.00,68.73,5.5,57.66,100.00,97.59,67.30,2025-09-10 19:52:45
572,2453335.01,4729576.54,2517088.66,11215920.40,2033033.15,6665798.59,20.78,40.06,21.32,17.22,95.00,37.10,43.56,19.34,2.06,0.9143,7316199.00,72.81,0.0,100.00,54.03,100.00,75.57,2025-09-10 19:52:45
573,1380500.00,2223000.00,546500.00,2802500.00,510000.00,1746000.00,27.61,44.46,10.93,10.20,56.05,51.11,39.11,9.78,1.47,0.6513,6658180.00,57.85,7.1,28.12,67.66,20.00,96.72,2025-09-10 19:52:45
574,1280500.00,2509000.00,829000.00,3104500.00,778000.00,1497500.00,25.61,50.18,16.58,15.56,62.09,54.65,45.59,-0.24,1.13,0.1553,1000000.00,59.11,1.0,85.16,91.96,81.29,61.82,2025-09-10 19:52:45
575,794000.00,3303000.00,1383500.00,3903000.00,555500.00,1964000.00,15.88,66.06,27.67,11.11,78.06,40.32,43.69,15.99,1.89,0.1756,2418660.00,95.00,0.5,93.43,49.30,72.56,64.48,2025-09-10 19:52:45
576,-910331.81,4121605.74,871093.37,6938925.73,638017.03,5429815.33,-11.60,52.52,11.10,8.13,88.42,51.61,39.67,8.72,1.43,0.1000,1000000.00,85.26,2.5,40.97,94.40,79.59,48.85,2025-09-10 19:52:45
577,2082338.38,2586150.35,890531.95,2531718.40,911418.62,729767.83,32.90,40.86,14.07,14.40,40.00,54.69,40.67,4.64,1.25,1.4792,15428977.00,88.62,0.5,87.96,15.00,85.12,100.00,2025-09-10 19:52:45
578,2775863.66,5829226.70,2365268.98,7261088.69,975162.38,3920657.33,31.91,67.01,27.19,11.21,83.47,43.28,29.29,27.43,2.10,0.6146,11111780.00,10.00,2.0,48.51,100.00,93.56,73.30,2025-09-10 19:52:45
579,4813889.92,24144902.40,3271634.28,16264609.88,2535214.75,10457760.85,15.95,80.00,10.84,8.40,53.89,62.17,39.71,-1.88,0.90,0.6219,28986346.00,53.10,5.1,64.62,79.98,76.79,76.36,2025-09-10 19:52:45
580,8104883.42,4473275.01,1983405.64,11991187.46,1441811.48,8565970.34,55.37,30.56,13.55,9.85,81.92,51.03,51.23,-2.26,1.17,0.9517,14804620.00,44.57,0.0,26.10,30.87,32.75,60.89,2025-09-10 19:52:45
581,9224993.52,3916363.20,2359608.83,7832726.40,1411848.93,4061268.64,47.11,20.00,12.05,7.21,40.00,39.05,37.52,23.43,2.11,0.1000,16528222.00,94.52,1.4,100.00,32.58,35.11,90.51,2025-09-10 19:52:45
582,2827721.09,8870011.22,4518462.66,16591260.74,1248910.15,10823887.93,14.40,45.17,23.01,6.36,84.49,49.87,35.86,14.27,1.61,0.6996,17050224.00,85.51,0.0,89.33,15.00,49.68,96.26,2025-09-10 19:52:45
583,2598253.15,5518080.74,618346.62,7870876.79,792817.86,6459712.31,30.38,64.52,7.23,9.27,92.03,47.71,52.53,-0.24,1.30,0.8829,7295299.00,10.00,4.0,54.15,100.00,68.33,73.86,2025-09-10 19:52:45
584,4232754.18,9301786.30,1738366.62,12910141.02,991976.52,10179797.88,26.37,57.95,10.83,6.18,80.43,45.02,35.62,19.36,1.86,0.3657,4991775.00,74.30,0.0,73.08,94.30,100.00,74.41,2025-09-10 19:52:45
585,1406500.00,2928000.00,919500.00,2628000.00,803500.00,905000.00,28.13,58.56,18.39,16.07,52.56,47.59,38.70,13.71,1.65,0.6654,1000000.00,77.70,8.9,67.06,54.37,51.98,84.29,2025-09-10 19:52:45
586,6041514.28,5929114.01,2028557.17,10306033.88,1097240.69,7180236.02,45.15,44.31,15.16,8.20,77.02,52.32,47.33,0.35,1.20,0.1000,6056668.00,61.03,3.1,96.02,43.32,67.15,72.60,2025-09-10 19:52:45
587,570381.50,4984678.00,2326243.91,5536807.30,1185480.91,2025082.48,6.25,54.62,25.49,12.99,60.67,52.54,28.05,19.41,1.67,1.0530,4302998.00,83.78,5.5,100.00,88.04,88.24,97.30,2025-09-10 19:52:45
588,1810350.63,6868178.57,714988.40,13584779.60,413263.30,12456527.90,12.66,48.03,5.00,2.89,95.00,52.36,46.43,1.21,1.22,0.6872,2064451.00,42.86,0.0,48.64,50.34,67.21,93.27,2025-09-10 19:52:45
589,2091500.00,1736500.00,250000.00,2474000.00,265500.00,1958500.00,41.83,34.73,5.00,5.31,49.48,46.08,49.16,4.76,1.47,0.4544,9720750.00,51.13,1.3,100.00,96.22,81.14,100.00,2025-09-10 19:52:45
590,1370166.38,4823197.50,1267271.50,5512441.88,906382.84,3338787.54,18.11,63.75,16.75,11.98,72.86,57.99,42.84,-0.83,1.03,0.1000,5166305.00,95.00,0.0,63.32,92.29,64.09,82.18,2025-09-10 19:52:45
591,8151209.00,3819976.88,3509147.28,16135962.80,2430585.55,10196229.97,47.99,22.49,20.66,14.31,95.00,53.39,46.14,0.47,1.18,0.7052,13387178.00,87.68,1.7,56.26,98.07,100.00,87.78,2025-09-10 19:52:45
592,1743688.26,3373263.59,1388551.75,8506212.58,213295.20,6904365.63,16.35,31.63,13.02,2.00,79.76,51.98,46.30,1.72,1.24,0.8454,1678765.00,69.68,0.3,100.00,100.00,100.00,91.60,2025-09-10 19:52:45
593,6348407.74,4990877.32,3413724.71,5895897.60,956609.39,1525563.50,43.07,33.86,23.16,6.49,40.00,57.08,40.43,2.49,1.14,0.2859,14973748.00,54.39,3.9,100.00,65.64,100.00,100.00,2025-09-10 19:52:45
594,4309051.39,6112427.34,3212818.38,10332682.24,1864726.25,5255137.61,26.69,37.86,19.90,11.55,64.00,50.52,44.08,5.40,1.37,0.7048,6423322.00,95.00,0.0,74.84,79.06,80.15,90.57,2025-09-10 19:52:45
595,218507.34,7803833.60,487739.60,7839926.33,608699.02,6743487.71,2.24,80.00,5.00,6.24,80.37,46.10,48.36,5.54,1.49,0.1000,2902854.00,52.59,5.6,89.26,100.00,90.81,75.91,2025-09-10 19:52:45
596,2228000.00,2318500.00,306500.00,4024500.00,204000.00,3514000.00,44.56,46.37,6.13,4.08,80.49,53.47,41.23,5.30,1.30,0.9194,1000000.00,45.36,0.0,86.44,82.41,69.23,93.30,2025-09-10 19:52:45
597,1906487.85,1690148.80,2173531.36,6081155.38,551833.58,3355790.44,22.56,20.00,25.72,6.53,71.96,54.48,44.54,0.98,1.16,0.9756,10737888.00,61.36,2.3,99.46,74.44,51.24,80.37,2025-09-10 19:52:45
598,2768002.23,2566242.48,1597559.69,9000136.84,1779261.45,5623315.70,23.46,21.75,13.54,15.08,76.28,57.68,41.80,0.52,1.07,0.9815,4987867.00,82.31,9.0,91.80,71.21,99.79,59.70,2025-09-10 19:52:45
599,4744232.91,12993533.41,3157764.12,12565304.86,337187.84,9070352.90,28.14,77.07,18.73,2.00,74.53,44.82,43.31,11.87,1.68,0.3080,12131759.00,95.00,0.0,61.75,100.00,66.84,81.43,2025-09-10 19:52:45
600,3414610.58,2832526.40,1989849.80,10325974.99,2334001.75,6002123.44,24.11,20.00,14.05,16.48,72.91,54.76,45.68,-0.44,1.12,0.5325,8555449.00,59.91,0.3,100.00,35.42,61.87,100.00,2025-09-10 19:52:45
601,394623.23,3800075.55,1337764.15,6307953.47,1037712.94,3932476.38,4.59,44.20,15.56,12.07,73.37,52.84,40.54,6.62,1.34,0.3614,1000000.00,60.40,1.8,94.84,28.26,20.00,45.39,2025-09-10 19:52:45
602,1250391.40,6355662.46,3411909.24,11220929.47,2111146.62,5697873.61,8.44,42.90,23.03,14.25,75.74,41.60,55.93,2.47,1.52,1.1300,14465878.00,95.00,4.3,56.55,95.58,87.01,57.61,2025-09-10 19:52:45
603,798117.19,6300925.20,1887477.15,5600822.40,2447559.39,1265785.86,5.70,45.00,13.48,17.48,40.00,44.08,49.08,6.84,1.57,0.4322,6707252.00,95.00,3.4,64.90,70.59,76.96,91.41,2025-09-10 19:52:45
