current_month,summary_year_month,total_sales_amount,weekday_sales_amount,weekend_sales_amount,lunch_sales_ratio,dinner_sales_ratio,transaction_count,weekday_transaction_count,weekend_transaction_count,mom_growth_rate,yoy_growth_rate,sales_cv,avg_transaction_value,weekday_avg_transaction_value,weekend_avg_transaction_value,cash_payment_ratio,card_payment_ratio,revisit_customer_sales_ratio,new_customer_ratio,operating_profit,cost_of_goods_sold,total_salary,operating_expenses,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,operating_expense_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity,electricity_usage_kwh,gas_usage_m3,water_usage_ton,energy_eff_appliance_ratio,participate_energy_eff_support,participate_high_eff_equip_support,food_waste_kg_per_day,recycle_waste_kg_per_day,yellow_umbrella_member,yellow_umbrella_months,yellow_umbrella_amount,employment_insurance_employees,customer_review_avg_rating,customer_review_positive_ratio,hygiene_certified,origin_price_violation_count
81,May.18,8573301.78,18100371.06,11657730.96,19.45,35.29,4821,5404,813,-5.02,1.87,0.3872,32622.4,33155.9,38434.64,53.25,45.22,72.06,30.08,2443888.09,6212803.65,2625731.89,8820003.69,1070214.5,5124057.3,21.1,53.64,22.67,9.24,76.15,47.17,40.3,12.53,1.63,1.142,12097821,95,6.5,75.98,66.05,25.8,92.84,1059.96,337.82,19.43,53.19,0,0,13.57,6.41,0,0,0,0,3.31,57.52,0,0
81,Nov.20,11385368.76,4320249.29,7248680.89,20.49,35.07,11708,3526,528,1.01,-2.77,0.4069,30906.72,33093.25,39185.08,48.21,50.32,71.63,28.95,1576383.9,6739082.7,2367067.5,11067909.3,1340507.7,7360334.1,9.49,40.57,14.25,8.07,66.63,47.82,47.84,4.34,1.41,0.941,4714455,67.46,0,100,100,39.12,99.99,2544.04,1225.86,32.34,35.09,0,0,9.73,4.92,0,0,0,0,5,41.7,0,0
81,May.20,9036710.2,34158914.84,5523544.56,19.81,33.78,2500,4895,172,2.16,-0.26,0.4381,32685.98,33834.55,39782.19,49.39,39.51,74.26,25.7,5015425.43,6440745.38,2560399.64,15022243.66,2018741.09,10443102.93,27.13,34.84,13.85,10.92,81.26,55.08,42.33,2.59,1.19,0.1,16474825,87.9,0,66.45,57.3,52.96,92.67,2186.77,444.61,18.45,45.17,0,0,6.33,3.12,0,0,0,0,4.3,98,0,0
81,Dec.20,12533707.68,569216.43,2853995.54,21.9,36.11,5910,2274,366,-5.76,3.76,0.5078,38914.73,33253.07,39124.3,50.15,44.51,75.38,28.36,603000,3415500,250000,4450500,311000,3889500,12.06,68.31,5,6.22,89.01,52.43,47.73,-0.16,1.19,0.9055,3997810,84.05,0.5,87.99,98.08,69.07,100,1608.17,969.5,13.95,35.74,0,0,3.85,1.72,1,41,844000,0,3.69,63.62,0,0
81,Apr.24,17872444.04,0,7032384.59,21.1,33.18,6983,5761,2570,-1.85,4.86,0.4927,26952.79,33558.82,38780.03,48.39,46.7,69.85,28.49,3588735.36,4192198.3,1280623.12,10146722,496655.34,8369443.54,33.6,39.25,11.99,4.65,95,40.95,52.2,6.85,1.65,0.4976,11959490,54.27,5,72.54,82.61,97.1,100,2766.56,824.86,2,8.33,0,0,10.5,5.47,0,0,0,0,4.16,76.54,0,0
81,Mar.18,23350993.69,10018054.15,6071051.74,19.02,33.29,4306,3868,1048,1.28,-5.24,0.4453,40169.44,32800.02,39290.75,51,43.9,73.03,28.17,346458.8,3610465.37,3048505.89,15748127.2,1742240.18,10957381.13,2.09,21.78,18.39,10.51,95,50.7,50.34,-1.04,1.21,0.5003,17130727,16.88,4.2,92.07,39.67,65.7,82.92,2228.2,1352.32,15.1,80.12,0,0,8.31,2.77,0,0,0,0,4.23,78.74,0,0
81,Oct.19,25842161.6,22443013.9,8783492.81,20.01,35.28,10513,0,813,-1.02,-1.95,0.481,38559.37,33705.56,39034.57,58.16,46.89,72.45,30.62,3349231.4,6387866.12,3058182.76,20634045.6,1507371.33,16068491.51,15.42,29.41,14.08,6.94,95,53.79,45.53,0.68,1.17,0.1,18024191,68.15,5.5,100,48.05,34.08,96.73,3370.52,981.37,22.74,29.53,0,0,12.79,6.39,0,0,0,0,3.68,57.17,0,0
80,Jan.23,20600788.49,15930685.07,2002049.29,20.87,34.51,6727,3048,0,-1.11,3.78,0.4718,34058.84,33741.25,38750.4,48.67,46.01,72.73,27.78,526500,2502000,1179500,2543000,465000,898500,10.53,50.04,23.59,9.3,50.86,52.98,41.79,5.23,1.31,0.1,11077080,95,1,100,90.76,88.54,71.63,3384.71,700.75,26.7,38.29,0,0,14.48,7.66,1,174,540000,0,3.74,41.71,0,0
80,Nov.22,25879287.73,7718119.84,431490.23,21.67,34.63,0,1351,0,4.17,5.11,0.5311,34932.89,32963.01,38882.28,53.21,49.49,74.03,25.87,1201145.57,2937116.38,294832,3333960.26,140929.7,2898198.56,20.37,49.81,5,2.39,56.54,54.78,46.12,-0.9,1.11,0.6579,5677820,67.3,0,72.21,100,65.74,77.15,2272.91,1096.71,16.2,14.1,0,0,19.48,9.7,0,0,0,0,5,68.82,0,0
80,Mar.25,2982829.92,10710679.87,4730758.84,18.94,35.79,78,7893,1561,-0.33,8.11,0.4785,30435.35,33332.36,38482.65,53.12,47.84,71.27,30.88,3500751.74,7210611.2,1297910.02,8217392.79,913944.97,6005537.8,38.84,80,14.4,10.14,91.17,43.46,44.06,12.48,1.73,0.4769,8667748,95,3.8,76.71,78.27,91.03,80.49,2131.37,1109.37,10.7,31.07,0,0,12.76,6.81,0,0,0,0,4.24,92.78,1,0
80,Mar.21,20803400.15,14647609.9,5433108.39,19.82,31.89,11147,6108,343,0.32,-0.55,0.4319,31201.28,32994.18,38562.42,47.67,44.22,71.48,26.99,1538428.77,3807992,3552856.54,17811882.58,2088683.61,12170342.43,8.08,20,18.66,10.97,93.55,46.29,40.95,12.76,1.66,0.1,10694295,32.99,1.8,74.82,100,24.69,81.66,2617.05,1010.53,24.06,62.81,0,0,7.12,4.61,0,0,0,0,5,88.93,0,0
80,Oct.25,2252112.45,13618879.1,7305376.13,18.3,38.16,7938,6530,758,0.93,1.34,0.4134,34421.6,32991.64,37881.99,50.95,44.54,71.3,27.44,678710.59,9087180.7,1747679.77,11511685.76,1002983.43,8761022.56,3.6,48.2,9.27,5.32,61.06,47.99,38.79,13.22,1.63,0.9021,18648069,11.4,0,96.28,96.63,65.17,100,2098.08,851.89,16.49,84.85,0,0,7.57,4.96,0,0,0,0,3.86,71.52,0,0
80,Jun.21,6353212.06,19247089.16,1302013.47,22.84,34.04,10510,1999,1008,2.48,5.5,0.4517,30786.34,33814.73,38624.88,53.66,41.92,71.89,28.4,1138946.32,6363524.64,1477456.68,9200899.69,876835.87,6846607.14,9.69,54.14,12.57,7.46,78.28,48.16,51.48,0.36,1.31,0.6384,6896609,81.95,0,86.54,58.76,71.36,100,3006.9,768.98,8.83,32.16,0,0,8.6,2.54,0,0,0,0,3.81,59.21,0,0
80,Sep.21,11258003.93,15951193.97,2291997.93,19.03,35.94,7308,4778,735,1.33,-1.67,0.4226,40816.67,32881.58,39060.49,50.38,43.94,71.35,26.64,74500,2112500,691000,2925000,1018000,1216000,1.49,42.25,13.82,20.36,58.5,63.61,36.36,0.03,0.91,0.6862,5079610,95,6,100,76.98,93.69,65.67,4178.86,1085.37,18.98,37.02,0,0,12.61,3.36,1,69,548000,0,3.28,98,0,0
80,Jul.22,18964158.63,3314335.73,5902484.94,23.21,34.93,10913,426,938,1.23,-0.66,0.4084,30868.9,32753.27,38969.91,55.6,50.23,72.1,26.13,1470000,1000000,937500,3323500,324000,2062000,29.4,20,18.75,6.48,66.47,47.56,42.56,9.88,1.56,0.3059,1000000,50.3,5.2,85.76,89.54,100,84.53,2978.42,665.65,20.05,60.71,0,0,12.16,4.2,0,0,0,0,3.77,67.35,0,0
80,Jun.21,8702422.98,8051488.48,5720385.36,19.56,37.05,8746,4156,865,-4.72,14.44,0.4545,37433.95,33587.66,38480.01,51.92,44.49,73.26,26.02,2589509.26,3034062.66,1103087.46,2288563.2,532090.94,653384.8,45.26,53.03,19.28,9.3,40,36.48,47.73,15.79,1.98,0.1253,4092461,62.07,2.5,93.42,59.77,98.94,76.63,2252.87,873.26,2,16.04,0,0,12.09,2.75,1,104,960000,0,3.47,78.43,0,0
80,Jul.19,10813507.42,8573167.39,7047883.82,20.49,35.03,9538,5575,3056,-1.22,-4.03,0.4549,37474.33,33941.95,38400.42,52.87,45.32,74.39,26,2341743.04,6020770.83,1804636.87,6357583.23,1325326.91,3227619.45,23.5,60.42,18.11,13.3,63.8,55.97,43.67,0.36,1.11,1.5795,19613088,51.9,2.8,100,99.75,20,48.68,1261.06,643.2,23.37,47.84,0,0,9.47,4.76,0,0,0,0,3.53,84.49,0,0
80,Mar.24,6887997.84,5655724.16,4561200.03,19.73,34.46,3871,5053,1622,0.25,3.47,0.4511,34869.91,32717.68,38804.59,49.56,46.12,72.85,27.11,3911303.33,8100579.79,5067474.75,18998110.44,491987.84,13438647.85,15.9,32.93,20.6,2,77.23,59.43,33.22,7.35,1.2,1.0711,15094579,56.96,0,51.57,61.91,85.3,79.24,3093.54,1205,16.24,57.01,0,0,8.94,4.49,1,46,907000,0,3.64,97.06,0,0
80,Oct.25,19078662.9,22484769.53,3248253.41,18.8,34.49,6444,5683,612,-1.96,6.32,0.491,33963.91,33688.39,38798.53,54.34,44.23,73.67,27.09,2182438.71,2829380.61,2714515.42,11549893.42,264057.92,8571320.08,16.53,21.43,20.56,2,87.48,38.36,40.3,21.34,2.07,0.4348,1775947,93.47,6.9,80.14,73.17,42.1,100,2727.08,656.08,18.8,39.57,0,0,9.56,4.55,0,0,0,0,5,66.35,0,0
80,Dec.22,10697368.89,14579405.62,6483006.03,19.74,34.39,6670,6175,1017,1.86,-6.02,0.4347,36070.89,32940.03,38081.98,52.33,43.22,73.3,27.08,1099000,2024000,808500,3682000,247000,2626500,21.98,40.48,16.17,4.94,73.64,45.64,38.72,15.64,1.75,0.1,12761900,38.82,2,100,45.53,85.34,100,3620.54,481.85,15.65,5,0,0,12.44,5.43,1,53,474000,0,5,40.35,0,0
80,Jun.19,28052971.46,36305041.52,4902898.43,21.7,32.18,3973,1265,1496,0.67,-3.73,0.4686,37645.08,33566.56,38414.42,57.75,42.96,75.76,26.98,5806415.3,18090927.14,2916079.59,14931450.86,1708457.54,10306913.73,24.81,77.3,12.46,7.3,63.8,51.32,52.67,-3.99,1.12,0.5619,10534906,85.42,2.5,82.5,29.93,82.9,81.34,1614.43,307.67,10.35,24.46,0,0,8.95,2.78,0,0,0,0,4.5,75.69,0,0
80,Nov.21,26376752.98,15942583.89,3108570.67,20.98,35.44,0,2559,1549,-4.09,3.19,0.4639,37590.36,33321.17,38574.84,52.89,40.74,73.32,30.29,8352077.13,12976344.38,3088898.26,10666687.16,2220506.77,5357282.13,50.59,78.6,18.71,13.45,64.61,53.16,49.81,-2.97,1.1,0.1,13819883,52.24,5.8,59.59,66.42,75.66,56.46,1384.92,549.99,5.71,90,0,0,7.24,2.71,0,0,0,0,4.16,56.86,0,0
80,Apr.21,31240273.14,24831438.17,6533098.12,18.94,34.72,8663,3478,949,2.75,-8.8,0.4939,35257.98,33415.79,37911.51,50.24,42.94,73.8,26.88,1737002.12,3845029.1,2588844.92,4448512.4,640585.79,1219081.69,22.94,50.78,34.19,8.46,58.75,54.91,42.06,3.03,1.2,0.8241,6185942,10,0,75.8,34.59,79.57,92.72,1761.77,711.44,13.4,8.27,0,0,11.07,5.77,1,195,232000,0,4.5,67.58,0,0
80,Mar.22,0,13048447.65,1782908.04,18.97,33.87,13794,2101,810,1.18,0.79,0.4853,29943.72,33442.47,39643.43,51.94,38.69,75.78,28.04,1083000,1157000,571000,4484500,477500,3436000,21.66,23.14,11.42,9.55,89.69,52.36,46.96,0.68,1.21,0.3688,7045980,44.28,2.2,68.97,47.6,100,80.19,3097.22,352.73,15.96,70.88,0,0,7.95,4.47,0,0,0,0,4.1,83.35,0,0
80,May.19,7401687.95,15295487.44,8987725.26,19.75,33.51,11457,5402,969,-0.28,-4.46,0.5117,34882.34,33280.54,38880.58,52.34,47.11,69.7,28.56,4961261.76,2175992,1503610.47,9296925.82,375358.62,7417956.73,45.6,20,13.82,3.45,85.45,63.41,35.59,1,0.94,0.8159,9318740,14.21,1,74.06,76.31,58.26,38.4,1135.78,968.45,29.44,22.02,1,0,6.01,1.99,1,177,982000,0,3.8,79.59,0,0
80,May.18,4717831.66,0,2278376.17,21.32,36.7,11000,4119,592,0.78,-2.97,0.5165,34621.25,33273.43,40215.15,54.86,44.84,72.03,26.91,1915500,2302000,836500,2285500,628500,820500,38.31,46.04,16.73,12.57,45.71,56.64,43.1,0.26,1.09,0.8044,1613580,49.56,4.9,79.66,88.88,55.64,66.87,3533.39,1416.99,10.79,11.71,0,0,2.67,1.48,0,0,0,0,4.45,78.01,0,0
80,Aug.18,25693130.76,21106615.46,4433273.07,19.92,33.98,677,4825,294,1.67,-0.04,0.5309,30189.9,34222.24,38587.74,54.34,44.28,67.13,25.1,962000,1000000,733500,4348500,529500,3085500,19.24,20,14.67,10.59,86.97,47.54,51.41,1.05,1.34,0.5048,1000000,59.83,1.1,70.09,93.94,49.58,54.98,3580.74,863.49,23.52,72.42,0,0,3.94,1.19,0,0,0,0,3.38,53.41,0,0
80,Mar.20,7873857.72,3127872.53,5398716.5,22.15,34.21,4620,5679,1560,-0.43,-6.21,0.4351,30018.52,34041.45,38578.82,54.56,42.84,70.05,26.42,1166000,1414500,496500,4067000,842000,2728500,23.32,28.29,9.93,16.84,81.34,41.1,46.36,12.54,1.79,0.1,6067995,30.77,0,92.68,71.17,75.14,71.79,844.63,488.05,5.62,46.78,0,0,8.27,1.67,1,100,594000,0,4.08,79.9,0,0
80,Jul.25,7099973.6,8913927.97,1342629.64,18.08,33.53,9384,2940,1398,2.98,7.89,0.4547,31700.68,33657.94,38100.24,49.4,43.24,68.71,27.51,870411.92,6094600.24,1455836.9,16179017.65,1479871.95,13243308.8,5.07,35.5,8.48,8.62,94.24,44.81,52.46,2.73,1.45,0.1501,10196791,10,7.9,54,100,82.26,100,2743.63,1214.38,8.27,17.38,0,0,6.71,3.25,0,0,0,0,4.21,80.44,0,0
80,May.23,16894213.42,4009290.9,0,19.52,37.75,9666,4927,1311,-1.88,0.95,0.4258,33990.46,33053.43,39163.29,55.6,46.07,71.61,29.49,-345000,3229500,936500,4487000,455000,3095500,-6.9,64.59,18.73,9.1,89.74,53.93,46.24,-0.17,1.15,0.5526,10722340,71.84,6.4,95.73,15,54.52,60.72,2886.93,497.49,6.94,20.89,0,0,4.61,2.33,1,14,789000,0,5,98,0,0
80,Aug.23,6423962.49,3898878.9,1267661.21,18.15,33.75,10565,4601,1092,2.14,3.16,0.4274,35856.25,33590.63,38071.62,49.57,45.67,72.5,29.06,2138555.67,6416758.67,768526.39,10370739.6,218331.36,9383881.85,19.59,58.78,7.04,2,95,43.41,47.09,9.5,1.65,0.9234,2456021,88.98,3.6,31.16,100,57.74,100,2821.8,617.68,25.61,5,0,0,6.47,2.65,0,0,0,0,3.45,87.24,0,0
80,Jun.25,0,15412083.25,8267378.86,19.29,34.97,4411,8134,570,0.78,-0.4,0.444,36255.58,32559.17,38521.47,48.92,44.3,71.81,27.57,-996594.72,2288392,2407388.38,6948702.31,313509.7,4227804.23,-8.71,20,21.04,2.74,60.73,48.62,53.03,-1.65,1.24,0.6643,15540745,95,0,80.86,94.55,73.97,100,2326.41,403.84,2,58.78,1,0,7.88,3.96,0,0,0,0,3.48,82.52,0,0
80,Aug.19,21836447.68,3755806.41,3241481.1,18.29,34.25,5503,5425,1150,2.04,4.44,0.4305,45374.5,32862.05,39074.54,52.3,47.94,74.44,28.44,2352060.65,4835947.7,1312482.22,8192895.62,1250038.13,5630375.27,20.34,41.82,11.35,10.81,70.85,57.61,40.06,2.33,1.12,0.1,14426095,64.22,1.5,39.74,76.01,88.58,92.22,1577.98,599.49,8.28,61.63,0,0,6.08,2.68,0,0,0,0,4.26,41.22,0,0
80,Mar.24,15203712.62,19448073.34,5264252.6,20.48,35.07,5929,492,967,2.02,1.76,0.4401,40989.15,33324.64,38305.13,47.45,42.23,73.66,28.63,3242269.72,4042819.15,1126468.33,8459643.6,552993.54,6780181.73,36.41,45.4,12.65,6.21,95,57.49,42.44,0.07,1.06,0.7747,1912496,55.15,4.1,78.25,91.2,67.16,71.58,2943.34,962.27,24.46,10.14,0,0,7.93,3.02,0,0,0,0,4.77,59.31,0,0
80,Feb.20,18936977.03,0,2327244.11,21.13,33.73,5464,5227,1458,-3.73,4.7,0.4272,33347.41,33070.8,38551.9,51.42,42.71,73.78,29.08,3923880.23,11031807.77,864290.8,7313628.75,1694009.97,4755327.98,22.7,63.82,5,9.8,42.31,60.25,37.7,2.05,1.05,0.1,22054437,71.42,0,73.28,70.04,56.44,74.64,2711.35,547.24,6.08,5,0,0,11.67,2.61,0,0,0,0,4.38,83.06,0,0
80,May.19,12635966.07,18455273.1,1697727.54,20.08,36.53,4671,3535,884,-4.1,-5.1,0.4392,39533.33,33313.41,37908.52,52.09,40.64,71.76,26.28,-212114.69,7036904.77,1832140.62,12594309.6,949213.23,9812955.75,-1.6,53.08,13.82,7.16,95,49.34,40.49,10.17,1.52,0.8616,14810651,76.7,0,86.59,62.43,100,81.63,2937,1011.16,7.4,58.27,0,0,6.54,3.44,0,0,0,0,5,97.64,0,0
80,Aug.23,23595629.66,23200118.67,4588762.64,22.31,35.34,7204,5296,801,1.34,2.87,0.4347,34492.52,33468.87,38540.8,52.45,45.41,74.72,27.26,4706068.24,5276675.41,1273779.64,13688808.4,822769.43,11592259.33,32.66,36.62,8.84,5.71,95,49.52,49.68,0.8,1.28,0.1,2172199,45.54,5.3,85.21,81.32,48.57,74.27,3646.54,1399,20.14,37.13,0,0,16.75,5.51,0,0,0,0,4.38,56.66,0,0
79,Feb.23,21578656.81,0,4612519.38,19.16,36.5,5926,4412,1150,1.29,-1.8,0.4686,32817.46,33912.96,37977.26,55.7,45.39,72.1,28.95,-254000,3965500,1483000,3905000,100000,2322000,-5.08,79.31,29.66,2,78.1,50.74,40.77,8.49,1.44,0.7689,1000000,35.88,5.4,97.39,100,68.83,88.24,3731.87,1179.78,10.07,29.05,0,0,11.89,2.2,0,0,0,0,3.34,96.93,0,0
79,Jun.25,11221279.32,24946086.47,6665528.55,17.48,34.14,904,1278,2070,-2.23,4.52,0.504,35299.61,33741.43,39069.51,51.89,43.5,71.39,33.66,5904092.15,3300219.2,3201212.62,15676041.2,330021.92,12144806.66,35.78,20,19.4,2,95,55.29,46.46,-1.75,1.07,0.6649,16076147,70.92,0.2,85.51,60.55,74.51,94.48,1717.85,984.5,8.68,5,0,0,8.44,4.83,0,0,0,0,4.05,66.36,0,0
79,May.25,22206938.08,14682519.75,987200.88,20.27,35.74,0,3536,1579,-0.17,2.5,0.531,40037.47,33091.95,37882.39,51.48,39.72,71.48,24.72,2117526.01,7325793.71,4001406.66,14544883.24,1600562.66,8942913.92,11.51,39.82,21.75,8.7,79.06,49.82,43.1,7.08,1.43,0.7755,17527799,95,1.6,88.66,68.1,96.12,75.73,2187.45,778.21,22.67,14.93,0,0,12.33,4.36,0,0,0,0,5,84.8,0,0
79,Feb.20,18210702.2,14468224.01,1354762.9,17.45,34.95,2960,7432,1545,-3.23,2.8,0.3846,33570.52,33499.92,39201.41,53.19,41.77,72.74,31.63,951458.26,7539892.65,2898543.06,11877585.34,1853227.21,7125815.07,5.17,40.97,15.75,10.07,64.54,51.06,48.81,0.13,1.23,0.9638,19407721,84.69,6.9,68.22,100,100,100,1932.75,878.08,7.1,16.01,1,0,11.97,2.59,0,0,0,0,3.95,62.62,0,0
79,Jan.20,17520168.19,18010365.15,4361631.54,19.44,35.07,4912,2439,1211,-1.31,-1.9,0.4591,30431.09,33954.91,38409.2,50.9,46.1,73.83,27.68,3125424.16,11613377.81,3831474.55,18226844.4,2191058.56,12204311.29,16.29,60.53,19.97,11.42,95,57.76,41.87,0.37,1.07,0.1587,9282834,29.86,7.1,25.18,66.86,62.15,100,3004.51,1327.63,9.39,55.65,0,0,9.88,3.97,1,34,714000,0,5,89.19,0,0
79,Aug.23,17354580.02,12114156.25,2201938.54,19.07,35.01,6715,7860,961,2.43,1.95,0.3801,33792.31,33202.62,38117.96,53.16,46.4,71.35,26.67,1951000,1642500,250000,4576000,114500,4211500,39.02,32.85,5,2.29,91.52,36.16,47.92,15.92,1.99,0.724,10568345,42.48,0,77.15,88.69,55.67,83.84,2456.14,536,2.41,10.48,1,0,12.3,4.53,0,0,0,0,4.86,63.53,0,0
79,Aug.20,7900560.75,8230881.72,1858044.64,21,36.18,5207,5889,1116,2.28,-8.23,0.4627,35887.8,33137.34,37947,51.02,42.06,74.21,23.95,2480413.33,10155942.89,4414151.04,16128628.8,3006715.96,8707761.8,14.61,59.82,26,17.71,95,45.44,53.25,1.31,1.4,0.4709,11799448,32.86,2.6,93.08,88.83,64.4,76.91,1376.21,506.24,21.9,5,1,0,7.59,2.81,0,0,0,0,4.73,61.41,0,0
79,Oct.19,18716340.05,15307213.38,2001597.59,20.61,37.28,7955,0,10,4.66,0.11,0.4618,41068.36,33437.12,39201.29,50.81,42.55,71.84,23.43,4718799.36,8320160.82,6478518.29,27663961.25,2238152.75,18947290.21,14.4,25.39,19.77,6.83,84.42,42.31,56.93,0.76,1.46,0.7473,26195535,92.04,1.2,71.58,77.68,41.66,99.22,3455.27,881.68,17.26,47.53,0,1,2.22,1.15,0,0,0,0,4.54,66.39,0,0
79,Jan.20,8692310.16,20821155.47,0,19.32,35.67,4995,1684,1773,-2.46,8.49,0.4195,36066.81,33669.22,39174.75,51.28,44.74,70.51,26.78,1532629.57,5598508.37,689132,10779402.74,2610432.02,7479838.72,11.12,40.62,5,18.94,78.21,45.95,52.55,1.5,1.39,0.702,12003345,49.49,5.1,72.3,80.76,100,57.94,2503.88,619.1,13.21,25.41,0,0,11.78,4.48,0,0,0,0,5,98,0,0
79,Oct.19,12035430.95,12474942.85,5195962.08,19.15,35.16,3164,1643,1176,-2.23,7.18,0.5328,35834.41,32861.08,37733.95,48.39,42.51,74.65,28.52,1171908.97,4564170.51,1385443.33,7659912.77,1038323.49,5236145.95,11.58,45.1,13.69,10.26,75.69,46.81,53.18,0.01,1.33,0.6097,4853309,69.59,2.4,65.78,100,99.59,91.6,2921.73,491.77,9.95,25.53,1,0,9.71,2.46,0,0,0,0,4.47,49.88,0,0
79,Jul.19,10334407.17,8393869.35,166249.39,19.89,33.99,1333,85,553,2,0.26,0.4217,38998.42,33599.07,39072.54,51.96,49.76,72.45,28.74,6449567.77,3937536.95,1546825.8,11448651.84,560211.42,9341614.62,36.15,22.07,8.67,3.14,64.17,51.93,37.34,10.73,1.47,0.1972,7220366,17.1,1.9,54.6,48.94,100,73.17,1647.58,429.75,12.7,20.89,0,0,20.19,4.01,0,0,0,0,4.27,73.19,0,0
79,Dec.21,20059367.61,20403512.81,3543863.71,21.39,34.79,9718,2731,1684,0.03,-0.66,0.4794,39805.45,34270.01,38675.59,48.49,45.68,70.83,24.72,-1029143.62,5268437.72,2065577.52,11540503.11,1535817.64,7939107.95,-8.47,43.36,17,12.64,94.98,39.73,46.71,13.56,1.85,0.646,9483837,46.29,0.7,37.2,92.62,85.4,100,2961.86,599.99,19.49,15.87,0,0,9.24,2.74,0,0,0,0,4.68,89.09,0,0
79,Feb.22,17165608.12,23069649.06,5619568.79,18.64,33.28,195,8543,895,-1.95,5.53,0.3649,34805.34,33669.82,38713.17,53.04,44.69,72.93,27.87,7613058.82,8176348.27,2243545.36,15583700.7,2806834.82,10533320.52,39.6,42.53,11.67,14.6,81.06,50.91,49.98,-0.89,1.21,0.4413,14672547,34.99,0,57.55,88.33,69.73,75.79,2397.32,1122.11,28.14,66.39,0,0,5.74,1.71,1,148,637000,0,4.03,28.62,0,0
79,Apr.21,13835102.52,14016637.66,430305.06,18.37,32.51,0,5650,814,-1.64,3.47,0.4205,34503.11,34569.64,38587.34,53.45,40.73,71.47,28.24,2505649.54,10057398.83,3706273.27,12249842.18,948318.75,7595250.16,14.4,57.8,21.3,5.45,70.4,49.97,49.08,0.95,1.27,1.163,21514903,55.64,0,31.02,100,59.45,85.56,2094.87,757.77,11.04,51.88,0,0,11.48,4.3,0,0,0,0,4.49,53.12,0,0
79,Oct.21,14894556.93,7301629.7,3005090.3,18.39,35.32,7902,0,364,4.9,8.81,0.5078,38158.54,33701.55,38796.21,50.96,43.84,72.27,28.29,5019521.3,5715059.06,4233186.73,16274898.4,1805657.15,10236054.52,29.3,33.36,24.71,10.54,95,63.41,36.89,-0.3,0.91,0.5302,16655554,82.91,3.9,96.59,70.62,95.65,100,2747.26,725.78,10.05,43.65,0,0,8.54,3.95,1,127,278000,0,4.26,84.04,0,0
79,Feb.22,13186452.04,17655916.57,0,20.23,35.66,3863,7525,1380,0.67,-10.43,0.4634,32094.24,33723.59,38815.69,51.39,39.95,72.07,28.45,2662728.13,4052550.36,1022606.16,7397015.93,1030839.71,5343570.06,32.34,49.22,12.42,12.52,89.84,56.04,42.97,0.99,1.12,0.5784,10144103,37.12,4.2,93.37,66.91,32.41,87.3,2511.33,866.2,22.8,10.63,0,0,10.97,5.21,1,46,826000,0,4.59,75.76,0,0
79,Nov.20,18296159.63,18337570.76,3828553.99,21.36,33.9,9938,5244,168,-2.5,4.24,0.4495,40418.24,34097.1,38434.23,51.35,46.4,70.31,28.47,514500,2295500,1447500,2160000,100000,612500,10.29,45.91,28.95,2,43.2,50.51,49.78,-0.29,1.23,0.1089,1000000,48.43,3,82.16,100,73.58,78.61,2483.94,702.68,13.67,29.32,0,0,8.16,3.36,1,78,733000,0,3.82,59.83,0,0
79,Aug.23,15432299.65,15992684.12,5936683.11,19.55,34.52,5342,5183,548,1.97,5.44,0.458,37700.21,33234.51,38473.74,48.07,39.69,73.37,30.42,553000,2648500,1681500,3818500,528000,1609000,11.06,52.97,33.63,10.56,76.37,57.96,41.41,0.63,1.07,1.0618,13176715,64.79,0,94.77,73.03,92.26,61.38,2257.48,843.23,8.11,41.12,0,0,8.28,2.19,1,39,628000,0,5,30.41,0,0
79,Oct.21,3732029.88,990432.22,6830356.79,19.31,34.23,3937,4998,43,0.68,-8.07,0.3913,38021.13,33458.52,38389.06,50.28,45.6,71.53,23.17,1494882.3,8892926.9,1630433.57,18137141.6,2501016.37,14005691.66,7.83,46.58,8.54,13.1,95,48.88,52.7,-1.58,1.24,0.3092,17846346,14.24,3.6,73.02,77.31,95.37,52.04,2325.08,493.76,6.62,43.54,0,0,11.57,5.43,0,0,0,0,5,38.07,0,0
79,Nov.20,10159473.32,4226603.75,7361005.19,17.62,35.54,6083,1099,248,0.48,0.08,0.4169,36023.87,32627.84,38723.26,51.03,44.06,71.69,29.8,1215476.32,6384671.93,3449862.68,11659615.23,1240358.13,6969394.42,9.77,51.32,27.73,9.97,93.72,52,50.12,-2.12,1.15,0.3291,10832728,41.81,3.5,69.16,71.63,56.06,75.4,2199.06,1323.74,5.4,76.64,0,0,3.44,1.4,0,0,0,0,4.95,62.68,0,0
